1,BANTOL,"BANTOL, Davao City",7.06164492,125.47691771,,2025-12-07 02:30:21,2025-12-07 02:30:21
2,BANTOL,"BANTOL, Davao City",7.06140492,125.47713771,,2025-12-07 02:30:21,2025-12-07 02:30:21
3,BANTOL,"BANTOL, Davao City",7.06112492,125.47703771,,2025-12-07 02:30:21,2025-12-07 02:30:21
4,CAWAYAN,"CAWAYAN, Davao City",7.15203152,125.45703405,,2025-12-07 02:30:21,2025-12-07 02:30:21
5,EDEN,"EDEN, Davao City",7.12565150,125.60050605,,2025-12-07 02:30:21,2025-12-07 02:30:21
6,EDEN,"EDEN, Davao City",7.12581150,125.60132605,,2025-12-07 02:30:21,2025-12-07 02:30:21
7,BAGANIHAN,"BAGANIHAN, Davao City",7.11245204,125.57150876,,2025-12-07 02:30:21,2025-12-07 02:30:21
8,EDEN,"EDEN, Davao City",7.12539150,125.60106605,,2025-12-07 02:30:21,2025-12-07 02:30:21
9,BAGANIHAN,"BAGANIHAN, Davao City",7.11242204,125.57110876,,2025-12-07 02:30:21,2025-12-07 02:30:21
10,EDEN,"EDEN, Davao City",7.12592150,125.60129605,,2025-12-07 02:30:21,2025-12-07 02:30:21
11,BAGANIHAN,"BAGANIHAN, Davao City",7.11234204,125.57141876,,2025-12-07 02:30:21,2025-12-07 02:30:21
12,EDEN,"EDEN, Davao City",7.12550150,125.60102605,,2025-12-07 02:30:21,2025-12-07 02:30:21
13,BARANGAY 5-A (POB.),"BARANGAY 5-A (POB.), Davao City",7.28568429,125.64193970,,2025-12-07 02:30:21,2025-12-07 02:30:21
14,BARANGAY 27-C,"BARANGAY 27-C, Davao City",7.00514721,125.40032046,,2025-12-07 02:30:21,2025-12-07 02:30:21
15,BARANGAY 5-A (POB.),"BARANGAY 5-A (POB.), Davao City",7.28559429,125.64194970,,2025-12-07 02:30:21,2025-12-07 02:30:21
16,BARANGAY 27-C,"BARANGAY 27-C, Davao City",7.00537721,125.40018046,,2025-12-07 02:30:21,2025-12-07 02:30:21
17,BARANGAY 5-A (POB.),"BARANGAY 5-A (POB.), Davao City",7.28478429,125.64212970,,2025-12-07 02:30:21,2025-12-07 02:30:21
18,LASANG,"LASANG, Davao City",7.23758743,125.64215735,,2025-12-07 02:30:21,2025-12-07 02:30:21
19,BARANGAY 5-A (POB.),"BARANGAY 5-A (POB.), Davao City",7.28554429,125.64145970,,2025-12-07 02:30:21,2025-12-07 02:30:21
20,LASANG,"LASANG, Davao City",7.23772743,125.64202735,,2025-12-07 02:30:21,2025-12-07 02:30:21
21,AQUINO,"AQUINO, Davao City",7.21918818,125.62793828,,2025-12-07 02:30:21,2025-12-07 02:30:21
22,LASANG,"LASANG, Davao City",7.23825743,125.64145735,,2025-12-07 02:30:22,2025-12-07 02:30:22
23,AQUINO,"AQUINO, Davao City",7.22001818,125.62832828,,2025-12-07 02:30:22,2025-12-07 02:30:22
24,LASANG,"LASANG, Davao City",7.23758743,125.64159735,,2025-12-07 02:30:22,2025-12-07 02:30:22
25,AQUINO,"AQUINO, Davao City",7.21986818,125.62807828,,2025-12-07 02:30:22,2025-12-07 02:30:22
26,BARANGAY 3-A (POB.),"BARANGAY 3-A (POB.), Davao City",7.02076377,125.42405488,,2025-12-07 02:30:22,2025-12-07 02:30:22
27,BARANGAY 10-A,"BARANGAY 10-A, Davao City",7.17943755,125.44598997,,2025-12-07 02:30:22,2025-12-07 02:30:22
28,BARANGAY 3-A (POB.),"BARANGAY 3-A (POB.), Davao City",7.02101377,125.42337488,,2025-12-07 02:30:22,2025-12-07 02:30:22
29,BARANGAY 10-A,"BARANGAY 10-A, Davao City",7.18001755,125.44634997,,2025-12-07 02:30:22,2025-12-07 02:30:22
30,BARANGAY 3-A (POB.),"BARANGAY 3-A (POB.), Davao City",7.02029377,125.42409488,,2025-12-07 02:30:22,2025-12-07 02:30:22
31,BARANGAY 10-A,"BARANGAY 10-A, Davao City",7.18000755,125.44615997,,2025-12-07 02:30:22,2025-12-07 02:30:22
32,ALFONSO ANGLIONGTO SR,"ALFONSO ANGLIONGTO SR, Davao City",7.14222651,125.45778688,,2025-12-07 02:30:22,2025-12-07 02:30:22
33,BARANGAY 10-A,"BARANGAY 10-A, Davao City",7.17952755,125.44597997,,2025-12-07 02:30:22,2025-12-07 02:30:22
34,ALFONSO ANGLIONGTO SR,"ALFONSO ANGLIONGTO SR, Davao City",7.14185651,125.45769688,,2025-12-07 02:30:22,2025-12-07 02:30:22
35,BARANGAY 10-A,"BARANGAY 10-A, Davao City",7.17911755,125.44653997,,2025-12-07 02:30:22,2025-12-07 02:30:22
36,ALFONSO ANGLIONGTO SR,"ALFONSO ANGLIONGTO SR, Davao City",7.14260651,125.45777688,,2025-12-07 02:30:22,2025-12-07 02:30:22
37,CARMEN,"CARMEN, Davao City",7.04674559,125.44488484,,2025-12-07 02:30:22,2025-12-07 02:30:22
38,ALFONSO ANGLIONGTO SR,"ALFONSO ANGLIONGTO SR, Davao City",7.14268651,125.45783688,,2025-12-07 02:30:22,2025-12-07 02:30:22
39,CARMEN,"CARMEN, Davao City",7.04679559,125.44474484,,2025-12-07 02:30:22,2025-12-07 02:30:22
40,ALFONSO ANGLIONGTO SR,"ALFONSO ANGLIONGTO SR, Davao City",7.14207651,125.45791688,,2025-12-07 02:30:22,2025-12-07 02:30:22
41,CARMEN,"CARMEN, Davao City",7.04724559,125.44524484,,2025-12-07 02:30:22,2025-12-07 02:30:22
42,ULAS,"ULAS, Davao City",7.16780349,125.51537092,,2025-12-07 02:30:22,2025-12-07 02:30:22
43,TALANDANG,"TALANDANG, Davao City",7.04657836,125.48022231,,2025-12-07 02:30:22,2025-12-07 02:30:22
44,ULAS,"ULAS, Davao City",7.16788349,125.51610092,,2025-12-07 02:30:22,2025-12-07 02:30:22
45,TALANDANG,"TALANDANG, Davao City",7.04670836,125.48015231,,2025-12-07 02:30:22,2025-12-07 02:30:22
46,ULAS,"ULAS, Davao City",7.16828349,125.51578092,,2025-12-07 02:30:22,2025-12-07 02:30:22
47,PAMPANGA,"PAMPANGA, Davao City",7.01702508,125.50830242,,2025-12-07 02:30:22,2025-12-07 02:30:22
48,ULAS,"ULAS, Davao City",7.16782349,125.51586092,,2025-12-07 02:30:22,2025-12-07 02:30:22
49,PAMPANGA,"PAMPANGA, Davao City",7.01737508,125.50821242,,2025-12-07 02:30:22,2025-12-07 02:30:22
50,ULAS,"ULAS, Davao City",7.16797349,125.51554092,,2025-12-07 02:30:22,2025-12-07 02:30:22
51,PAMPANGA,"PAMPANGA, Davao City",7.01752508,125.50871242,,2025-12-07 02:30:22,2025-12-07 02:30:22
52,SALUMAY,"SALUMAY, Davao City",7.18862794,125.54543762,,2025-12-07 02:30:22,2025-12-07 02:30:22
53,BAGANIHAN,"BAGANIHAN, Davao City",7.25982284,125.52260667,,2025-12-07 02:30:22,2025-12-07 02:30:22
54,SALUMAY,"SALUMAY, Davao City",7.18850794,125.54504762,,2025-12-07 02:30:22,2025-12-07 02:30:22
55,BAGANIHAN,"BAGANIHAN, Davao City",7.25992284,125.52214667,,2025-12-07 02:30:22,2025-12-07 02:30:22
56,SALUMAY,"SALUMAY, Davao City",7.18897794,125.54503762,,2025-12-07 02:30:22,2025-12-07 02:30:22
57,BAGANIHAN,"BAGANIHAN, Davao City",7.26033284,125.52253667,,2025-12-07 02:30:22,2025-12-07 02:30:22
58,SALUMAY,"SALUMAY, Davao City",7.18852794,125.54534762,,2025-12-07 02:30:22,2025-12-07 02:30:22
59,BAGANIHAN,"BAGANIHAN, Davao City",7.25978284,125.52262667,,2025-12-07 02:30:22,2025-12-07 02:30:22
60,SALUMAY,"SALUMAY, Davao City",7.18841794,125.54574762,,2025-12-07 02:30:22,2025-12-07 02:30:22
61,SALAPAWAN,"SALAPAWAN, Davao City",7.17992450,125.60405917,,2025-12-07 02:30:22,2025-12-07 02:30:22
62,BAYABAS,"BAYABAS, Davao City",7.20661949,125.50690853,,2025-12-07 02:30:22,2025-12-07 02:30:22
63,SALAPAWAN,"SALAPAWAN, Davao City",7.18079450,125.60368917,,2025-12-07 02:30:22,2025-12-07 02:30:22
64,BAYABAS,"BAYABAS, Davao City",7.20608949,125.50671853,,2025-12-07 02:30:22,2025-12-07 02:30:22
65,SALAPAWAN,"SALAPAWAN, Davao City",7.17998450,125.60401917,,2025-12-07 02:30:22,2025-12-07 02:30:22
66,WINES,"WINES, Davao City",7.07604172,125.49657365,,2025-12-07 02:30:22,2025-12-07 02:30:22
67,SALAPAWAN,"SALAPAWAN, Davao City",7.18016450,125.60428917,,2025-12-07 02:30:22,2025-12-07 02:30:22
68,WINES,"WINES, Davao City",7.07587172,125.49616365,,2025-12-07 02:30:22,2025-12-07 02:30:22
69,CARMEN,"CARMEN, Davao City",7.21262177,125.41656413,,2025-12-07 02:30:22,2025-12-07 02:30:22
70,WINES,"WINES, Davao City",7.07638172,125.49654365,,2025-12-07 02:30:22,2025-12-07 02:30:22
71,CARMEN,"CARMEN, Davao City",7.21259177,125.41735413,,2025-12-07 02:30:22,2025-12-07 02:30:22
72,WINES,"WINES, Davao City",7.07624172,125.49622365,,2025-12-07 02:30:22,2025-12-07 02:30:22
73,NEW VALENCIA,"NEW VALENCIA, Davao City",7.00659535,125.40993181,,2025-12-07 02:30:22,2025-12-07 02:30:22
74,WINES,"WINES, Davao City",7.07582172,125.49655365,,2025-12-07 02:30:22,2025-12-07 02:30:22
75,NEW VALENCIA,"NEW VALENCIA, Davao City",7.00598535,125.41019181,,2025-12-07 02:30:22,2025-12-07 02:30:22
76,LIZADA,"LIZADA, Davao City",7.00341363,125.68879480,,2025-12-07 02:30:22,2025-12-07 02:30:22
77,NEW VALENCIA,"NEW VALENCIA, Davao City",7.00652535,125.41070181,,2025-12-07 02:30:22,2025-12-07 02:30:22
78,LIZADA,"LIZADA, Davao City",7.00301363,125.68938480,,2025-12-07 02:30:22,2025-12-07 02:30:22
79,NEW VALENCIA,"NEW VALENCIA, Davao City",7.00603535,125.41081181,,2025-12-07 02:30:22,2025-12-07 02:30:22
80,LIZADA,"LIZADA, Davao City",7.00321363,125.68925480,,2025-12-07 02:30:22,2025-12-07 02:30:22
81,CATIGAN,"CATIGAN, Davao City",7.29117296,125.51727317,,2025-12-07 02:30:22,2025-12-07 02:30:22
82,LIZADA,"LIZADA, Davao City",7.00302363,125.68887480,,2025-12-07 02:30:22,2025-12-07 02:30:22
83,BINUGAO,"BINUGAO, Davao City",7.24954279,125.60944911,,2025-12-07 02:30:22,2025-12-07 02:30:22
84,PACIANO BANGOY,"PACIANO BANGOY, Davao City",7.21745310,125.59214390,,2025-12-07 02:30:22,2025-12-07 02:30:22
85,BINUGAO,"BINUGAO, Davao City",7.24926279,125.60905911,,2025-12-07 02:30:22,2025-12-07 02:30:22
86,PACIANO BANGOY,"PACIANO BANGOY, Davao City",7.21679310,125.59288390,,2025-12-07 02:30:22,2025-12-07 02:30:22
87,BINUGAO,"BINUGAO, Davao City",7.25013279,125.60880911,,2025-12-07 02:30:22,2025-12-07 02:30:22
88,TUNGKALAN,"TUNGKALAN, Davao City",7.06345173,125.45835060,,2025-12-07 02:30:22,2025-12-07 02:30:22
89,AQUINO,"AQUINO, Davao City",7.16037698,125.40653989,,2025-12-07 02:30:22,2025-12-07 02:30:22
90,TIBULOY,"TIBULOY, Davao City",7.05499749,125.59231134,,2025-12-07 02:30:22,2025-12-07 02:30:22
91,AQUINO,"AQUINO, Davao City",7.16035698,125.40698989,,2025-12-07 02:30:22,2025-12-07 02:30:22
92,TIBULOY,"TIBULOY, Davao City",7.05464749,125.59220134,,2025-12-07 02:30:22,2025-12-07 02:30:22
93,AQUINO,"AQUINO, Davao City",7.16075698,125.40717989,,2025-12-07 02:30:22,2025-12-07 02:30:22
94,MAPI-ILA,"MAPI-ILA, Davao City",7.05536135,125.47779844,,2025-12-07 02:30:22,2025-12-07 02:30:22
95,AQUINO,"AQUINO, Davao City",7.16044698,125.40713989,,2025-12-07 02:30:22,2025-12-07 02:30:22
96,MAPI-ILA,"MAPI-ILA, Davao City",7.05484135,125.47837844,,2025-12-07 02:30:22,2025-12-07 02:30:22
97,TUNGKALAN,"TUNGKALAN, Davao City",7.25088531,125.52938277,,2025-12-07 02:30:22,2025-12-07 02:30:22
98,MAPI-ILA,"MAPI-ILA, Davao City",7.05488135,125.47751844,,2025-12-07 02:30:22,2025-12-07 02:30:22
99,TUNGKALAN,"TUNGKALAN, Davao City",7.25069531,125.52913277,,2025-12-07 02:30:22,2025-12-07 02:30:22
100,MAPI-ILA,"MAPI-ILA, Davao City",7.05486135,125.47758844,,2025-12-07 02:30:22,2025-12-07 02:30:22
101,TUNGKALAN,"TUNGKALAN, Davao City",7.25060531,125.52925277,,2025-12-07 02:30:22,2025-12-07 02:30:22
102,CAWAYAN,"CAWAYAN, Davao City",7.09126267,125.66578583,,2025-12-07 02:30:22,2025-12-07 02:30:22
103,MALAGOS,"MALAGOS, Davao City",7.24661651,125.66209261,,2025-12-07 02:30:22,2025-12-07 02:30:22
104,CAWAYAN,"CAWAYAN, Davao City",7.09127267,125.66602583,,2025-12-07 02:30:22,2025-12-07 02:30:22
