1,7,1,2025-12-08 03:31:52,2025-12-08 03:31:52
2,7,2,2025-12-08 03:31:52,2025-12-08 03:31:52
3,7,3,2025-12-08 03:31:52,2025-12-08 03:31:52
4,7,4,2025-12-08 03:31:52,2025-12-08 03:31:52
5,7,5,2025-12-08 03:31:52,2025-12-08 03:31:52
6,7,6,2025-12-08 03:31:52,2025-12-08 03:31:52
7,7,7,2025-12-08 03:31:52,2025-12-08 03:31:52
8,7,8,2025-12-08 03:31:52,2025-12-08 03:31:52
9,7,9,2025-12-08 03:31:52,2025-12-08 03:31:52
10,7,10,2025-12-08 03:31:52,2025-12-08 03:31:52
11,7,11,2025-12-08 03:31:52,2025-12-08 03:31:52
12,7,12,2025-12-08 03:31:52,2025-12-08 03:31:52
13,7,13,2025-12-08 03:31:52,2025-12-08 03:31:52
14,7,14,2025-12-08 03:31:52,2025-12-08 03:31:52
15,7,15,2025-12-08 03:31:52,2025-12-08 03:31:52
16,7,16,2025-12-08 03:31:52,2025-12-08 03:31:52
17,1,16,2025-12-08 03:31:52,2025-12-08 03:31:52
18,2,16,2025-12-08 03:31:52,2025-12-08 03:31:52
19,7,17,2025-12-08 03:31:52,2025-12-08 03:31:52
20,7,18,2025-12-08 03:31:52,2025-12-08 03:31:52
21,7,19,2025-12-08 03:31:52,2025-12-08 03:31:52
22,7,20,2025-12-08 03:31:52,2025-12-08 03:31:52
23,7,21,2025-12-08 03:31:52,2025-12-08 03:31:52
24,7,22,2025-12-08 03:31:52,2025-12-08 03:31:52
25,1,22,2025-12-08 03:31:52,2025-12-08 03:31:52
26,7,23,2025-12-08 03:31:52,2025-12-08 03:31:52
27,1,23,2025-12-08 03:31:52,2025-12-08 03:31:52
28,7,24,2025-12-08 03:31:52,2025-12-08 03:31:52
29,1,24,2025-12-08 03:31:52,2025-12-08 03:31:52
30,7,25,2025-12-08 03:31:52,2025-12-08 03:31:52
31,1,25,2025-12-08 03:31:52,2025-12-08 03:31:52
32,7,26,2025-12-08 03:31:52,2025-12-08 03:31:52
33,1,26,2025-12-08 03:31:52,2025-12-08 03:31:52
34,2,26,2025-12-08 03:31:52,2025-12-08 03:31:52
35,7,27,2025-12-08 03:31:52,2025-12-08 03:31:52
36,1,27,2025-12-08 03:31:52,2025-12-08 03:31:52
37,7,28,2025-12-08 03:31:52,2025-12-08 03:31:52
38,1,28,2025-12-08 03:31:52,2025-12-08 03:31:52
39,7,29,2025-12-08 03:31:52,2025-12-08 03:31:52
40,7,30,2025-12-08 03:31:52,2025-12-08 03:31:52
41,7,31,2025-12-08 03:31:52,2025-12-08 03:31:52
42,7,32,2025-12-08 03:31:52,2025-12-08 03:31:52
43,1,32,2025-12-08 03:31:52,2025-12-08 03:31:52
44,2,32,2025-12-08 03:31:52,2025-12-08 03:31:52
45,7,33,2025-12-08 03:31:52,2025-12-08 03:31:52
46,1,33,2025-12-08 03:31:52,2025-12-08 03:31:52
47,2,33,2025-12-08 03:31:52,2025-12-08 03:31:52
48,7,34,2025-12-08 03:31:52,2025-12-08 03:31:52
49,1,34,2025-12-08 03:31:52,2025-12-08 03:31:52
50,7,35,2025-12-08 03:31:52,2025-12-08 03:31:52
51,1,35,2025-12-08 03:31:52,2025-12-08 03:31:52
52,7,36,2025-12-08 03:31:52,2025-12-08 03:31:52
53,1,36,2025-12-08 03:31:52,2025-12-08 03:31:52
54,7,37,2025-12-08 03:31:52,2025-12-08 03:31:52
55,1,37,2025-12-08 03:31:52,2025-12-08 03:31:52
56,2,37,2025-12-08 03:31:52,2025-12-08 03:31:52
57,7,38,2025-12-08 03:31:52,2025-12-08 03:31:52
58,1,38,2025-12-08 03:31:52,2025-12-08 03:31:52
59,2,38,2025-12-08 03:31:52,2025-12-08 03:31:52
60,7,39,2025-12-08 03:31:52,2025-12-08 03:31:52
61,7,40,2025-12-08 03:31:52,2025-12-08 03:31:52
62,2,40,2025-12-08 03:31:52,2025-12-08 03:31:52
63,7,41,2025-12-08 03:31:52,2025-12-08 03:31:52
64,2,41,2025-12-08 03:31:53,2025-12-08 03:31:53
65,7,42,2025-12-08 03:31:53,2025-12-08 03:31:53
66,2,42,2025-12-08 03:31:53,2025-12-08 03:31:53
67,7,43,2025-12-08 03:31:53,2025-12-08 03:31:53
68,2,43,2025-12-08 03:31:53,2025-12-08 03:31:53
69,7,44,2025-12-08 03:31:53,2025-12-08 03:31:53
70,2,44,2025-12-08 03:31:53,2025-12-08 03:31:53
71,7,45,2025-12-08 03:31:53,2025-12-08 03:31:53
72,2,45,2025-12-08 03:31:53,2025-12-08 03:31:53
73,7,46,2025-12-08 03:31:53,2025-12-08 03:31:53
74,7,47,2025-12-08 03:31:53,2025-12-08 03:31:53
75,1,47,2025-12-08 03:31:53,2025-12-08 03:31:53
76,7,48,2025-12-08 03:31:53,2025-12-08 03:31:53
77,7,49,2025-12-08 03:31:53,2025-12-08 03:31:53
78,1,49,2025-12-08 03:31:53,2025-12-08 03:31:53
79,7,50,2025-12-08 03:31:53,2025-12-08 03:31:53
80,1,50,2025-12-08 03:31:53,2025-12-08 03:31:53
81,7,51,2025-12-08 03:31:53,2025-12-08 03:31:53
82,1,51,2025-12-08 03:31:53,2025-12-08 03:31:53
83,7,52,2025-12-08 03:31:53,2025-12-08 03:31:53
84,1,52,2025-12-08 03:31:53,2025-12-08 03:31:53
85,7,53,2025-12-08 03:31:53,2025-12-08 03:31:53
86,1,53,2025-12-08 03:31:53,2025-12-08 03:31:53
87,7,54,2025-12-08 03:31:53,2025-12-08 03:31:53
88,1,54,2025-12-08 03:31:53,2025-12-08 03:31:53
89,2,54,2025-12-08 03:31:53,2025-12-08 03:31:53
90,7,55,2025-12-08 03:31:53,2025-12-08 03:31:53
91,7,56,2025-12-08 03:31:53,2025-12-08 03:31:53
92,7,57,2025-12-08 03:31:53,2025-12-08 03:31:53
93,7,58,2025-12-08 03:31:53,2025-12-08 03:31:53
94,7,59,2025-12-08 03:31:53,2025-12-08 03:31:53
95,1,59,2025-12-08 03:31:53,2025-12-08 03:31:53
