2,28,1,12,,Homicide Incident in BANTOL,"[""Homicide""]",Historical record of Homicide imported from database.,2020-07-06 00:50:00,resolved,valid,0,2020-07-05 16:50:00,2025-12-07 02:30:21
3,28,2,12,,Homicide Incident in BANTOL,"[""Homicide""]",Historical record of Homicide imported from database.,2020-07-06 21:14:00,resolved,valid,0,2020-07-06 13:14:00,2025-12-07 02:30:21
4,28,3,12,,Homicide Incident in BANTOL,"[""Homicide""]",Historical record of Homicide imported from database.,2020-07-06 04:23:00,resolved,valid,0,2020-07-05 20:23:00,2025-12-07 02:30:21
5,28,4,10,,Theft Incident in CAWAYAN,"[""Theft""]",Historical record of Theft imported from database.,2024-04-22 16:25:00,resolved,valid,0,2024-04-22 08:25:00,2025-12-07 02:30:21
6,28,5,18,,Homicide Incident in EDEN,"[""Homicide""]",Historical record of Homicide imported from database.,2024-04-15 13:08:00,resolved,valid,0,2024-04-15 05:08:00,2025-12-07 02:30:21
7,28,6,18,,Homicide Incident in EDEN,"[""Homicide""]",Historical record of Homicide imported from database.,2024-04-15 09:41:00,resolved,valid,0,2024-04-15 01:41:00,2025-12-07 02:30:21
8,28,7,12,,Carnapping Incident in BAGANIHAN,"[""Carnapping""]",Historical record of Carnapping imported from database.,2022-05-17 08:47:00,resolved,valid,0,2022-05-17 00:47:00,2025-12-07 02:30:21
9,28,8,18,,Homicide Incident in EDEN,"[""Homicide""]",Historical record of Homicide imported from database.,2024-04-15 01:03:00,resolved,valid,0,2024-04-14 17:03:00,2025-12-07 02:30:21
10,28,9,12,,Carnapping Incident in BAGANIHAN,"[""Carnapping""]",Historical record of Carnapping imported from database.,2022-05-17 07:55:00,resolved,valid,0,2022-05-16 23:55:00,2025-12-07 02:30:21
11,28,10,18,,Homicide Incident in EDEN,"[""Homicide""]",Historical record of Homicide imported from database.,2024-04-15 20:44:00,resolved,valid,0,2024-04-15 12:44:00,2025-12-07 02:30:21
12,28,11,12,,Carnapping Incident in BAGANIHAN,"[""Carnapping""]",Historical record of Carnapping imported from database.,2022-05-17 07:17:00,resolved,valid,0,2022-05-16 23:17:00,2025-12-07 02:30:21
13,28,12,18,,Homicide Incident in EDEN,"[""Homicide""]",Historical record of Homicide imported from database.,2024-04-15 00:50:00,resolved,valid,0,2024-04-14 16:50:00,2025-12-07 02:30:21
14,28,13,1,,Robbery Incident in BARANGAY 5-A (POB.),"[""Robbery""]",Historical record of Robbery imported from database.,2023-08-28 21:35:00,resolved,valid,0,2023-08-28 13:35:00,2025-12-07 02:30:21
15,28,14,,,Illegal Drugs Incident in BARANGAY 27-C,"[""Illegal Drugs""]",Historical record of Illegal Drugs imported from database.,2021-01-22 02:24:00,resolved,valid,0,2021-01-21 18:24:00,2025-12-07 02:30:21
16,28,15,1,,Robbery Incident in BARANGAY 5-A (POB.),"[""Robbery""]",Historical record of Robbery imported from database.,2023-08-28 12:04:00,resolved,valid,0,2023-08-28 04:04:00,2025-12-07 02:30:21
17,28,16,,,Illegal Drugs Incident in BARANGAY 27-C,"[""Illegal Drugs""]",Historical record of Illegal Drugs imported from database.,2021-01-22 05:59:00,resolved,valid,0,2021-01-21 21:59:00,2025-12-07 02:30:21
18,28,17,1,,Robbery Incident in BARANGAY 5-A (POB.),"[""Robbery""]",Historical record of Robbery imported from database.,2023-08-28 14:27:00,resolved,valid,0,2023-08-28 06:27:00,2025-12-07 02:30:21
19,28,18,6,,Identity Theft Incident in LASANG,"[""Identity Theft""]",Historical record of Identity Theft imported from database.,2023-06-06 17:56:00,resolved,valid,0,2023-06-06 09:56:00,2025-12-07 02:30:21
20,28,19,1,,Robbery Incident in BARANGAY 5-A (POB.),"[""Robbery""]",Historical record of Robbery imported from database.,2023-08-28 18:12:00,resolved,valid,0,2023-08-28 10:12:00,2025-12-07 02:30:21
21,28,20,6,,Identity Theft Incident in LASANG,"[""Identity Theft""]",Historical record of Identity Theft imported from database.,2023-06-06 20:23:00,resolved,valid,0,2023-06-06 12:23:00,2025-12-07 02:30:21
22,28,21,18,,Cyber Fraud Incident in AQUINO,"[""Cyber Fraud""]",Historical record of Cyber Fraud imported from database.,2022-12-01 05:14:00,resolved,valid,0,2022-11-30 21:14:00,2025-12-07 02:30:21
23,28,22,6,,Identity Theft Incident in LASANG,"[""Identity Theft""]",Historical record of Identity Theft imported from database.,2023-06-06 20:57:00,resolved,valid,0,2023-06-06 12:57:00,2025-12-07 02:30:22
24,28,23,18,,Cyber Fraud Incident in AQUINO,"[""Cyber Fraud""]",Historical record of Cyber Fraud imported from database.,2022-12-01 20:08:00,resolved,valid,0,2022-12-01 12:08:00,2025-12-07 02:30:22
